VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
JN1AZ0CP8C,King,Seattle,WA,98125,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,46,260705266,POINT (-122.29638499999999 47.715580000000045),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000
WBY7Z4C54J,King,Seattle,WA,98199,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,36,312153663,POINT (-122.394185 47.63919500000003),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
KMHM54AC1P,Cowlitz,Kelso,WA,98626,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,244902549,POINT (-122.90723999999994 46.144580000000076),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001200
YV4ED3GB1N,Pierce,Tacoma,WA,98407,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27,192643727,POINT (-122.5113356 47.2923828),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060500
1G1FZ6S09K,King,Duvall,WA,98019,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,5,236351671,POINT (-121.98107469999997 47.73779620000005),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
JTMAB3FV0P,King,Seattle,WA,98118,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,37,239991020,POINT (-122.28338999999994 47.549285000000054),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011801
1G1FZ6S07K,King,Seattle,WA,98105,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,43,133412373,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004401
5YJ3E1EB1N,King,Renton,WA,98059,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,224762737,POINT (-122.15733999999998 47.487175000000036),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602
5YJ3E1EB2N,Snohomish,Stanwood,WA,98292,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,207783677,POINT (-122.36840509999996 48.24149210000007),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053302
3FA6P0SU2E,Clark,Battle Ground,WA,98604,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,18,239793669,POINT (-122.53217999999998 45.779450000000054),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040102
WBY8P4C50K,King,Seattle,WA,98177,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,32,3650307,POINT (-122.38242499999996 47.77279000000004),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
1N4CZ1CV6P,Pierce,Gig Harbor,WA,98335,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,224222512,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072406
JTDKARFP8K,King,Renton,WA,98056,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,11,133765992,POINT (-122.18050499999998 47.50005500000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025202
KM8KNDAF8P,Kitsap,Kingston,WA,98346,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,240288996,POINT (-122.50155999999998 47.801900000000046),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EA5L,King,Seattle,WA,98103,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,43,2153322,POINT (-122.34300999999999 47.659185000000036),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004902
5YJSA1E22H,King,Bellevue,WA,98006,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,41,210316655,POINT (-122.16936999999996 47.571015000000045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
3FA6P0PU4J,Clark,Vancouver,WA,98665,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,49,148494370,POINT (-122.66591999999997 45.67856500000005),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041008
7SAYGDEEXP,King,Redmond,WA,98053,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,237736215,POINT (-122.02219999999994 47.69557000000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333
7SAYGAEE5P,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,237796135,POINT (-122.20928499999997 47.71124000000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
5UXTA6C03N,King,Snoqualmie,WA,98065,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,5,194499861,POINT (-121.87404959999998 47.534554600000035),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032605
3FA6P0PU9F,Kitsap,Poulsbo,WA,98370,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,264398032,POINT (-122.64176999999995 47.73752500000006),PUGET SOUND ENERGY INC,53035940000
5UXTA6C06P,Snohomish,Snohomish,WA,98290,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,44,227115297,POINT (-122.09150499999998 47.91555500000004),PUGET SOUND ENERGY INC,53061052502
1G1RA6E45C,King,Seattle,WA,98103,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,36,228480381,POINT (-122.34300999999999 47.659185000000036),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002800
7SAYGDEE1P,King,Renton,WA,98058,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,235324351,POINT (-122.12988759999996 47.44512570000006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031906
JTMABABAXP,King,Duvall,WA,98019,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,235061130,POINT (-121.98107469999997 47.73779620000005),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032401
7SAYGAEE9P,King,Redmond,WA,98053,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,226110846,POINT (-122.02219999999994 47.69557000000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333
5YJ3E1EB5J,Pierce,Gig Harbor,WA,98332,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,26,312820070,POINT (-122.58964499999996 47.34234500000008),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072507
1C4JJXR67N,King,Seattle,WA,98103,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,43,196376078,POINT (-122.34300999999999 47.659185000000036),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004600
5YJ3E1EB8J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,207389647,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052009
5YJYGAEE1M,King,Kent,WA,98092,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,179540679,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
KM8K53AG2L,Kitsap,Port Orchard,WA,98366,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,26,131203187,POINT (-122.63926499999997 47.53730000000007),PUGET SOUND ENERGY INC,53035092300
1G1FY6S03M,King,Redmond,WA,98052,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,152717554,POINT (-122.12301999999994 47.67668000000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313
1G1RA6S53H,Snohomish,Arlington,WA,98223,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,39,167705772,POINT (-122.12323999999995 48.19485000000003),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053509
YV4H60DA5P,King,Seattle,WA,98115,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,46,220969941,POINT (-122.31849999999997 47.679490000000044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003800
5YJ3E1EBXL,Thurston,Olympia,WA,98501,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,218863816,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010100
5YJ3E1EA1L,Whatcom,Point Roberts,WA,98281,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,42,5991198,POINT (-123.06509999999997 48.988230000000044),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073011000
5YJYGDEE5M,Clark,Camas,WA,98607,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,177552826,POINT (-122.40556499999997 45.59009000000003),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328
7SAYGDEE0P,King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,239945688,POINT (-122.03132659999994 47.62857820000005),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
5YJ3E1EA3P,King,Seattle,WA,98109,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,228462601,POINT (-122.34848 47.63240500000006),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006702
7SAYGDEE2P,King,Seattle,WA,98125,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,239559897,POINT (-122.29638499999999 47.715580000000045),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900
KNDPYDAH6P,King,Renton,WA,98057,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,37,209713857,POINT (-122.21024 47.4797047),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026004
5YJ3E1EB0N,King,Seattle,WA,98122,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,201872597,POINT (-122.30838999999997 47.61036500000006),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007502
1N4AZ0CP8F,Clark,Vancouver,WA,98662,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,17,101218288,POINT (-122.59184929999998 45.66170580000005),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040703
5YJSA1CG8D,King,Kenmore,WA,98028,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,239510967,POINT (-122.25047469999998 47.761712800000055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701
5YJXCAE29J,Pierce,Gig Harbor,WA,98335,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,26,230932600,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072405
JTDKARFP7H,Clark,Vancouver,WA,98661,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,49,207804705,POINT (-122.64183499999996 45.63854500000008),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011043100
5YJXCBE27L,King,Seattle,WA,98122,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,37,172153082,POINT (-122.30838999999997 47.61036500000006),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700
5YJ3E1EB6M,Kitsap,Bainbridge Island,WA,98110,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,183095034,POINT (-122.52357809999995 47.629332300000044),PUGET SOUND ENERGY INC,53035090901
YSMET3KA8P,King,Seattle,WA,98116,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,241423094,POINT (-122.38815999999997 47.56567000000007),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701
5YJ3E1EA5M,Clark,Battle Ground,WA,98604,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,172933393,POINT (-122.53217999999998 45.779450000000054),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040408
JTMAB3FV0M,King,Bellevue,WA,98007,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,41,136956893,POINT (-122.14738499999999 47.59997500000003),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401
2C4RC1L74P,King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,238828124,POINT (-122.29178999999999 47.43473000000006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
